review_text,subtheme_sentiments_pred
good service,"[('good service', 'positive')]"
definitely redactedcom,[]
time redact suppose tyre fit fiday email fit friday tyre turn time email friday afternoon telle tyre finally tirn amd ring redact friday night lady tell sort tyre phone garage saturday soon open 10 tyre fit phone tell soon know time day s re wait till tuesday balck circle wednesday phone garage finally get booking tyre fit happy service,"[('friday night lady', 'neutral'), ('tyre fit happy service', 'positive'), ('friday', 'neutral'), ('sort tyre phone garage', 'neutral'), ('tuesday balck circle wednesday phone garage', 'neutral'), ('saturday', 'neutral'), ('time redact', 'neutral'), ('10', 'neutral'), ('afternoon', 'neutral'), ('telle tyre', 'neutral'), ('fiday', 'neutral'), ('sort tyre', 'neutral'), ('tuesday', 'neutral'), ('tyre fit fiday email fit friday tyre', 'positive'), ('10 tyre fit phone tell', 'positive'), ('night', 'neutral'), ('balck circle', 'neutral'), ('wednesday', 'neutral')]"
buy tyre t4 save £ 30 process online work efficiently service garage real fast prompt staff customer training overall happy,"[('efficiently service garage', 'positive'), ('real fast prompt staff customer training', 'neutral'), ('t4', 'neutral'), ('30', 'neutral'), ('£ 30 process', 'neutral'), ('online work', 'neutral'), ('tyre t4', 'neutral')]"
friendly staffvery helpful,"[('friendly staffvery', 'positive')]"
straightforward website good customer service appointment plan,"[('straightforward website good customer service appointment plan', 'positive')]"
booking process simple choose local garage specific time slot feel like ' win win ' situationhowever think hour fit new tyre acceptable apology explanation appear ' norm ' booking party site like redact directly garage   happy receive additional business sign schemei need tyre soon saving great book direct usual fitter know half time   lack fitter 3 lesson learn hard way shame like good idea time customer service let garage,"[('garage', 'neutral'), ('half', 'neutral'), ('hard way shame', 'negative'), ('local garage specific time slot', 'neutral'), ('hour', 'neutral'), ('redact', 'neutral'), ('additional business sign schemei', 'neutral'), ('schemei', 'neutral'), ('3 lesson', 'neutral'), ('3', 'neutral'), ('tyre', 'neutral'), ('half time   lack fitter', 'negative'), (""' norm ' booking party site"", 'positive'), ('good idea time customer service', 'positive')]"
discover redact not,"[('redact', 'neutral')]"
issue standard hope deal member public,"[('standard hope deal member public', 'positive')]"
redact like servicei like ability review wide range tyre choice website make choice limited selection garage book time slot place tyre fit fitter good toowill definitely use,"[('servicei', 'neutral'), ('ability review wide range tyre choice website', 'positive'), ('tyre fit fitter good toowill', 'positive'), ('choice limited selection garage book time slot place', 'negative')]"
get tyre want competitive price hassle have fit 😊,"[('competitive price hassle', 'positive'), ('tyre', 'neutral')]"
need tyre order couple day carwhat wanteasy fusswill use service xxx,"[('couple day', 'neutral'), ('carwhat', 'neutral'), ('service', 'neutral'), ('tyre order', 'neutral')]"
word sum good,[]
excellent web site easy arrange good price,"[('excellent web site', 'positive')]"
simple fussfree system use find wide variety tyre option choose location choose date time choice greatthe service delivery day professional give checklist handythe customer service team email confirmation booking assist time change faultless service experience,"[('faultless service experience', 'positive'), ('wide variety tyre option', 'neutral'), ('date time choice greatthe service delivery day', 'neutral'), ('simple fussfree system use', 'neutral'), ('location', 'neutral')]"
easy book line great customer service service centre well actual work carry fine customer service well fitter,"[('easy book line great customer service service centre well actual work', 'positive'), ('fine customer service', 'positive')]"
redactedcom recommend brother decide try pricing competitive service provide local tyre fitter good definitely,"[('pricing competitive service', 'positive'), ('redactedcom', 'neutral'), ('local tyre fitter', 'neutral')]"
time service agree,"[('time service', 'neutral')]"
great service pick choice tyre get great 15 discount choose great affiliate garage 2 mile away job half hour able choose slot suitable satisfied lot choice tyre choose good price,"[('15', 'neutral'), ('half hour', 'neutral'), ('15 discount', 'neutral'), ('great affiliate garage', 'positive'), ('job half hour able choose slot', 'neutral'), ('2 mile', 'neutral'), ('suitable satisfied lot choice tyre', 'positive'), ('great service pick choice tyre', 'positive'), ('good price', 'positive')]"
good selection tyre,"[('good selection tyre', 'positive')]"
rotella rh01 fit mg zs good rating pleasing performance budget end price fit balance gilmar motor engineer molesey try redactedcom good experience,"[('rotella', 'neutral'), ('mg zs good rating pleasing performance budget end price fit balance gilmar motor engineer molesey', 'positive'), ('rh01', 'neutral'), ('good experience', 'positive')]"
2nd time ve tyre fit service friendly professional,"[('2nd', 'neutral'), ('2nd time', 'neutral')]"
great service easy use definitely recommend,"[('easy use', 'positive'), ('great service', 'positive')]"
time order tyre select fitting date get email delay fitting date 4 day claim not tyre time arrive select garage rearranged day time tyre not arrive rang customer service tell tyre van deliver later day fitting garage say tyre follow day cancel redacted order tell garage order pay tyre week early tell refund 35 day tell not acceptable refund day tyre fit midday follow day tell redacted tyre deliver time one order pay 2 premium tyre local garage pay job finish brainer,"[('refund', 'neutral'), ('fitting garage', 'neutral'), ('day', 'neutral'), ('later day', 'neutral'), ('rang customer service', 'neutral'), ('35 day', 'neutral'), ('tyre', 'neutral'), ('2', 'neutral'), ('tyre van deliver', 'neutral'), ('select garage', 'neutral'), ('one order', 'neutral'), ('email delay fitting date', 'negative'), ('4 day', 'neutral'), ('one', 'neutral'), ('time order tyre select fitting date', 'neutral'), ('tyre follow day', 'neutral'), ('not acceptable refund day', 'negative'), ('midday', 'neutral'), ('tyre week', 'neutral'), ('garage order', 'neutral'), ('week early', 'neutral'), ('redacted tyre deliver time', 'neutral'), ('2 premium tyre local garage pay job finish brainer', 'negative'), ('redacted order', 'neutral')]"
excellent price availability local fitter use,"[('excellent price availability local fitter use', 'positive')]"
good service job,"[('good service job', 'positive')]"
great service knowledge sound advice give future use company,"[('great service knowledge sound advice', 'positive'), ('future use company', 'neutral')]"
initially review redact star absolutely dismal service treatment receive ats cannock honestly at fail way redactedcom step customer service fantastic hopefully normal transaction ll little redactedcom ll purchase website hand choose garage issue redactedcom customer service exceed offer garage add layer protection honestly buy tyre redactedcom experience teach thing wrong quickly hope experience repeat ill feel well know redactedcom help,"[('redact star', 'neutral'), ('experience', 'neutral'), ('fail way redactedcom step customer service fantastic hopefully normal transaction', 'positive'), ('absolutely dismal service treatment', 'negative'), ('choose garage issue redactedcom customer service', 'neutral'), ('tyre redactedcom experience', 'neutral'), ('redactedcom help', 'positive'), ('layer protection', 'neutral'), ('offer garage', 'neutral'), ('ats cannock', 'neutral'), ('website hand', 'positive'), ('ll little redactedcom', 'neutral'), ('thing', 'neutral')]"
easy use site arrange tyre fit local garage pleased use,"[('easy use site arrange tyre fit local garage', 'positive')]"
early day tyre appear ok concern deliver fitting garage squash tyre fitter great difficulty fitting inflate blast machine break finally fit 3 hour fitting 1 hour,"[('concern', 'neutral'), ('1 hour', 'neutral'), ('tyre fitter great difficulty', 'positive'), ('early day', 'neutral'), ('3 hour', 'neutral'), ('tyre', 'neutral'), ('fitting inflate blast machine break', 'neutral')]"
smooth transaction efficient service highly recommend,"[('smooth transaction efficient service', 'positive')]"
like contemplate buying tyre online little unsure recommend redact choose tyre want good price have fit local garage process easy efficient certainly,"[('online little unsure recommend redact', 'positive'), ('good price', 'positive'), ('tyre', 'neutral'), ('local garage process', 'neutral')]"
faultless service order fittingwould recommend,"[('faultless service order', 'positive')]"
good experience redacted   good price want fitting centre local offer centre work directly come near price bit sad wonder link redact expect sort service small tyre retailer leave market place,"[('sort service small tyre retailer', 'neutral'), ('good experience', 'positive'), ('market place', 'neutral'), ('fitting centre local offer centre work', 'neutral'), ('price bit', 'neutral'), ('good price', 'positive'), ('sad wonder link redact', 'negative')]"
price lady office brilliant try accommodate request time fitting at excellent,"[('price lady office brilliant', 'positive'), ('request time', 'neutral')]"
excellent easy arrange definitely use recommend,"[('excellent easy arrange', 'positive'), ('recommend', 'positive')]"
great price fantastic service local mobile fitter,"[('great price fantastic service local mobile fitter', 'positive')]"
website easy use good choice tyre fitter website good recommend site friend,"[('good choice tyre fitter website good recommend site friend', 'positive'), ('website', 'neutral')]"
great service low price local garage,"[('great service low price local garage', 'positive')]"
tyre tastick easy way pick pay car tyre choice fit local garage brilliantthe value money excellent,"[('tyre tastick easy way pick', 'positive'), ('pay car tyre choice', 'negative'), ('tyre tastick', 'neutral'), ('local garage brilliantthe value money', 'positive')]"
tyre garage cheap easy purchase online price pay include extra pay pick local garage time suit fitting purchase online turn easy,"[('extra pay pick local garage time suit fitting purchase', 'negative'), ('tyre garage', 'neutral'), ('cheap easy purchase online price pay', 'positive'), ('tyre garage cheap', 'neutral')]"
easy service use price afford 👍 🏻,"[('easy service use price afford', 'positive')]"
prompt efficient,[]
service cheap net,"[('service cheap net', 'neutral')]"
good price good overall quick service,"[('good price good overall quick service', 'positive')]"
tyre good quality great able choose date time suit great price,"[('great price', 'positive')]"
great online service at recommend local fitteri redact tyre brand excellent value money way well alternative cost effective tyre thank,"[('local fitteri redact tyre brand excellent value money', 'positive'), ('recommend', 'positive'), ('effective tyre thank', 'positive'), ('great online service', 'positive')]"
good straightforward cheep service good number fitting centre,"[('good straightforward cheep service good number fitting centre', 'positive')]"
return customer great service competitive price,"[('customer great service competitive price', 'positive')]"
excellent service definitely company cheap brand tyre,"[('cheap brand tyre', 'neutral'), ('excellent service', 'positive')]"
good quality tyre sensible price plus spot service,"[('good quality tyre sensible price plus spot service', 'positive')]"
simply use good value,"[('good value', 'positive')]"
order wrong tyre line telephone cancel order good return money card reorder correct tyre book day fit arrive garage car take time book 1hour later car return 4 tyre fit exactly order good service,"[('time book', 'neutral'), ('1hour later', 'neutral'), ('exactly order', 'neutral'), ('4', 'neutral'), ('order good return money card reorder', 'positive'), ('4 tyre fit', 'positive'), ('good service', 'positive'), ('wrong tyre line telephone', 'negative')]"
easy use nice able review statistic wide selection tyre able time decide set,"[('easy use', 'positive'), ('wide selection tyre', 'neutral'), ('nice able review statistic', 'positive')]"
excellent service garage fantastic star friend friend work garage not beet price,"[('excellent service garage fantastic star friend friend work garage', 'positive'), ('price', 'neutral')]"
"previously redact year ago problem decide use book 4 new tyre audi q3 easy book time slot ' recommend ' garage far goodso turn 15 min time request walk greet "" car wash outside "" point 4 new tyre tell "" oh sorry "" ask tell busy delay greeting expect time slot adhere itanyway customer waiting room manager come tell exactly thing tracking rectify special price £ 38 approx remember exactly customer leave manager come give exactly pitch tracking special price £ 38 check tyre regularly see sign uneven wear decline   cynic 3 people row exactly pitch tracking unlikely way get £ 38 peopleso approx 1hr 15 min leave garage complete apart oknot car day park 4 day   75 mile later get tyre presser alert checking find tyre inflate 42psi instead 36psimove 6 day later 150 mile later notice fns wheel nut miss locking wheel nut go check   find fos wheel 2 x nut cover miss lock nut loose turn fingersi immediately go garage fare order replacement set lock nut quibbling 90 min later go replace pattern replacement nut cover fit 4 locking wheel nut cover standard nut cover manage order replacement set fit settle second bast car purse condition go tyre error leave non standard lock wheel nut cover miss   happyoverall experience garage poor use come redact garage disservice sort","[('time slot', 'neutral'), ('problem', 'negative'), ('3', 'neutral'), ('tyre', 'neutral'), ('2', 'neutral'), ('standard nut cover manage order replacement', 'neutral'), ('exactly pitch', 'neutral'), ('£ 38 peopleso', 'neutral'), ('fns wheel nut', 'neutral'), ('itanyway customer waiting room manager', 'neutral'), ('second', 'neutral'), ('later 150 mile', 'neutral'), ('15 min', 'neutral'), ('year ago', 'neutral'), ('90', 'neutral'), ('exactly customer leave manager', 'negative'), ('special price', 'positive'), ('fns', 'neutral'), ('4 day', 'neutral'), ('garage fare order replacement set lock nut', 'neutral'), ('sign', 'neutral'), ('£ 38 approx', 'neutral'), ('busy delay greeting', 'positive'), ('42psi', 'neutral'), ('replace pattern replacement nut cover', 'neutral'), ('90 min', 'neutral'), ('6 day', 'neutral'), ('new tyre', 'neutral'), ('15 min time request walk greet "" car wash', 'positive'), ('4 new tyre', 'neutral'), ('£ 38 check tyre', 'neutral'), ('fos wheel 2 x nut cover miss lock nut loose turn fingersi', 'negative'), ('use book', 'neutral'), ('15', 'neutral'), ('75 mile', 'neutral'), ('"" point 4', 'neutral'), ('3 people', 'neutral'), ('38', 'neutral'), ('tyre error', 'negative'), ('4', 'neutral'), ('exactly thing', 'neutral'), ('tyre presser alert checking', 'positive'), ('4 new tyre audi q3', 'neutral'), ('1hr 15', 'neutral'), ('car day park', 'neutral'), ('non standard lock wheel nut cover miss   happyoverall experience garage poor use come redact garage disservice sort', 'negative'), (""recommend ' garage"", 'positive'), ('nut', 'neutral'), ('locking wheel nut go check', 'neutral')]"
superb service,"[('superb service', 'positive')]"
prompt polite service,"[('polite service', 'neutral')]"
easy efficient service use,"[('easy efficient service use', 'positive')]"
great choice tyre competitive price fit garage near,"[('great choice tyre competitive price fit garage', 'positive')]"
competitive price good choice garage,"[('competitive price good choice garage', 'positive')]"
fast service quickly iron issue   double check tyre size order come number plate fit car find   good replace tyre immediately extra cost   overall great service reliable company,"[('number plate fit car', 'positive'), ('immediately extra cost   overall great service reliable company', 'positive'), ('good replace tyre', 'positive'), ('quickly iron issue   double check tyre size order', 'neutral'), ('fast service', 'neutral')]"
process   search booking pay not easy decent range tyre good price   discount good business model flexibility date time location bridgestone use redact,"[('process   search booking', 'neutral'), ('easy decent range tyre good price   discount good business model flexibility date time location bridgestone use redact', 'positive')]"
straightforward order processgood price great customer servicehave regular customer year,"[('great customer', 'positive'), ('processgood', 'neutral')]"
extremely good service,"[('extremely good service', 'positive')]"
excellent experience order fitting tyre definitely recommend redacted macconechy fit thank,"[('excellent experience order fitting tyre', 'positive'), ('redacted macconechy fit thank', 'positive')]"
buy tyre twice redactedthe second time 2 tyre provide develop fault 9 month fault redactedredacte communicate replace faulty tyre promptly albeit small charge wear faulty tyresi thoroughly recommend service,"[('small charge', 'neutral'), ('second', 'neutral'), ('faulty tyresi', 'negative'), ('2', 'neutral'), ('service', 'neutral'), ('2 tyre', 'neutral'), ('faulty tyre', 'negative'), ('fault 9 month fault redactedredacte communicate', 'negative'), ('tyre', 'neutral'), ('redactedredacte communicate', 'neutral'), ('9 month', 'neutral')]"
easy pick tyre easy book local garage go excellent tyre pump bolt torque manufacturer spec leave white tyre sealer sidewalksgreat service continue vehicle future,"[('easy pick tyre easy book local garage', 'positive'), ('vehicle future', 'neutral'), ('white tyre sealer sidewalksgreat service', 'neutral'), ('white tyre', 'neutral'), ('excellent tyre pump bolt torque manufacturer spec', 'positive')]"
order tyre system car reg unfortunately work come different size tyre notice order luckily notice garage contact customer support quick sort friendly team new tyre great use thank,"[('different size tyre notice order', 'neutral'), ('new tyre', 'neutral'), ('order tyre system car reg', 'neutral'), ('garage contact customer support', 'positive')]"
economical reliable service,"[('economical reliable service', 'neutral')]"
easy relax experience helpful efficient staff short walk ayr car ready 4 tyre replace ready,"[('4 tyre', 'neutral'), ('experience helpful efficient staff short walk ayr car', 'positive')]"
excellent service highly recommend,"[('excellent service', 'positive')]"
great servo‚äôs fuss push buy product,"[('great servo‚äôs fuss push buy product', 'positive'), ('servo‚äôs', 'neutral')]"
booking good easy staff st garage excellent 5 star client wait area garage dirty unwelcome place see year bother bug effort,"[('star client wait area', 'neutral'), ('area garage dirty unwelcome place', 'negative'), ('bug effort', 'neutral'), ('5', 'neutral'), ('year', 'neutral'), ('good easy staff st garage excellent 5 star client', 'positive')]"
tyre company use,"[('tyre company', 'neutral')]"
speedy service great price definitely use highly recommend,"[('speedy service great price', 'positive')]"
booking ensure tyre fit time convenient prior mot 24hour time slot email tell redact able honour booking rebooke 2 day later mot unacceptable phone find booking reschedule tell tyre available spend rest afternoon try negotiate get alternative solution mot book ultimate redacted honour booking reschedule mot time estimate delivery date tyre disappointed redact take booking money sure deliver promise annoyed,"[('able honour booking rebooke', 'positive'), ('alternative solution mot book ultimate redacted honour booking reschedule mot time estimate delivery date', 'positive'), ('promise', 'positive'), ('reschedule', 'neutral'), ('mot time', 'neutral'), ('redact', 'neutral'), ('money', 'neutral'), ('2 day later', 'neutral'), ('afternoon', 'neutral'), ('tyre fit time convenient prior mot 24hour time slot email', 'positive'), ('tyre disappointed redact', 'negative'), ('tyre available', 'neutral')]"
hard improve service hadfast delivery fitting servicejust perfect,[]
nice smooth bit concerned agent change tyre remarkably smooth,"[('nice smooth bit concerned agent change tyre', 'positive')]"
great deal tye,"[('great deal tye', 'positive')]"
excellent,[]
redact ok mcconechys ok order new tyre redact online good price good prompt service redacted massive mistake choose mcconechys sighthill edinburgh nominated tyre fitter clear redacted customer actual mcconechys customer appear workplace want tyre fit actual fact annoyance get waymcconechy fit tyre m sure reluctantlyupon tell tyre fitter car ready walk car notice dustcap fit request 2 new dustcap fit leave hand tyre fitting paperworka day later check air pressure new tyre notice mcconechy change valve stem contact mcconechy tyre fitter work answer phone tell notice change valve stem get pathetic excuse exist valve stem metal one think want rubber valve stem fit bother change afterthought state change valve core thoughi not believe word tyre fitter guy not know m fully qualified engineer know corner cutting remember actually request fit dustcap unfortunately not notice mcconechys change valve stem time pull right theni know not change valve stem rust badly corrode bit long remove change maybe problem s change bs story metali pay 2 new tyre fit balance new valve stem new valve fit goti get 2 new tyre fit balanced new valve stem story not believe valve core changedbut make ok not   certainly not state tyre fitting paperwork wheel nut torque 110 nm check 50 mile later wheel nut different torque level locking wheel nut tight fari believe 1 second wheel torque place like slam rack air gun way wheel nut see toque wrench mcconechys tyre fitter wasis story tell corner cutter avoid mcconechys customer annoyance get way happy thissteven dryden,"[('right theni', 'neutral'), ('bit long remove change', 'neutral'), ('not   certainly not state tyre fitting paperwork wheel nut torque', 'negative'), ('mcconechy change valve stem contact mcconechy tyre fitter work answer phone tell notice change valve stem', 'neutral'), ('1 second', 'neutral'), ('wheel', 'neutral'), ('corner cutter', 'neutral'), ('engineer', 'neutral'), ('mcconechys sighthill edinburgh', 'neutral'), ('1 second wheel torque place', 'neutral'), ('tyre', 'neutral'), ('2', 'neutral'), ('mcconechys customer annoyance', 'negative'), ('valve stem rust', 'neutral'), ('air pressure', 'negative'), ('rubber valve stem fit bother change afterthought state change valve core thoughi', 'neutral'), ('word tyre fitter guy', 'neutral'), ('2 new tyre fit balanced new valve stem story', 'positive'), ('fari', 'neutral'), ('new valve fit goti', 'positive'), ('nominated tyre fitter clear redacted customer actual mcconechys customer', 'positive'), ('theni', 'neutral'), ('50 mile', 'neutral'), ('slam rack air gun way wheel nut', 'negative'), ('actual fact annoyance', 'negative'), ('2 new tyre fit balance new valve', 'positive'), ('110 nm', 'neutral'), ('way happy thissteven', 'positive'), ('problem s change bs story', 'negative'), ('fit dustcap', 'positive'), ('110', 'neutral'), ('new tyre', 'neutral'), ('workplace', 'neutral'), ('tyre fitter car ready walk car notice dustcap fit request', 'positive'), ('online good price good prompt service', 'positive'), ('pathetic excuse exist valve stem metal', 'negative'), ('mcconechys change valve stem time', 'neutral'), ('massive mistake', 'negative'), ('tyre fitter wasis story', 'neutral'), ('toque wrench', 'neutral'), ('mcconechys', 'neutral'), ('metali', 'neutral'), ('nut', 'neutral'), ('new tyre notice', 'neutral')]"
easy way buy tyre find tyre little cheap online approve redact fitting station lot close option offer website local garage choose excellent quick polite professional,"[('website local garage', 'neutral'), ('easy way', 'positive'), ('little cheap online approve redact fitting station lot close option offer', 'neutral'), ('tyre', 'neutral')]"
excellent value tyre love convenient book fitting time place suiting,"[('fitting time place', 'neutral'), ('tyre', 'neutral'), ('excellent value', 'positive'), ('convenient book', 'neutral')]"
point order garage fitting tyre go smoothly constant update email garage local live 10 mile away fit accord allocate slot great,"[('10 mile', 'neutral'), ('smoothly constant update email garage', 'neutral'), ('order garage fitting tyre', 'neutral')]"
easy site use order garage wait tyre happy,"[('tyre', 'neutral')]"
good choice tyre competative pricing not 5 star issue appointment time fitting inform 930 fitting centre 1030,"[('930', 'neutral'), ('not 5 star issue appointment time fitting inform', 'neutral'), ('5', 'neutral'), ('good choice tyre competative pricing', 'positive'), ('1030', 'neutral'), ('930 fitting centre', 'neutral')]"
easy process good price,"[('easy process good price', 'positive')]"
easy book arrange booking go thank,"[('easy book arrange booking', 'positive')]"
not easy happy service definitely use,"[('not easy happy service', 'negative')]"
great service easy   affordable,"[('great service', 'positive')]"
friendly quick easy good quality service,"[('friendly quick easy good quality service', 'positive')]"
process smooth john barton garage highly professional efficient,"[('process', 'neutral'), ('smooth john barton garage', 'neutral'), ('john barton', 'neutral')]"
redact service usual great give 2 choice fitting venue st andrew reason unable accept give ats dundee arrive 14 t 2 pm appointment return approx 230 car ramp wheel 305 fitter stand car blind move 3 minute point management say fitter ead paperwork oh way engineering work process auditor h   s advisor year happy notify redact continue use bcs local fitter good customer service,"[('andrew reason', 'neutral'), ('st andrew reason', 'neutral'), ('3 minute point management', 'neutral'), ('230', 'neutral'), ('redact service', 'neutral'), ('2 pm', 'neutral'), ('2 choice fitting venue', 'neutral'), ('ats', 'neutral'), ('bcs local fitter good customer service', 'positive'), ('305', 'neutral'), ('2', 'neutral'), ('dundee', 'neutral'), ('3 minute', 'neutral'), ('engineering work process auditor h', 'neutral'), ('14', 'neutral')]"
good service fitter point require new spring,"[('good service fitter point', 'positive'), ('new spring', 'neutral')]"
great price fast service use,"[('great price fast service use', 'positive')]"
go redact 2 new tyre think hassle free easy way book tyre 2 day choose garage receive phone redacted choose garage fit ring 2 local garage find garage fit 2 day later original appointment redact fault stressful car fail mot book car asap lady speak phone ring round garage helpful stressful situation think use service garage,"[('phone ring round garage helpful stressful situation', 'negative'), ('hassle free easy way book', 'positive'), ('2 day', 'neutral'), ('service garage', 'neutral'), ('choose garage fit ring', 'positive'), ('2 day later', 'neutral'), ('2 local garage', 'neutral'), ('choose garage', 'neutral'), ('original appointment redact', 'positive'), ('stressful car', 'negative'), ('tyre', 'neutral'), ('2', 'neutral'), ('mot book car asap lady', 'neutral'), ('2 new tyre', 'neutral')]"
simply excellent,[]
excellent pricing class product easily accessible fitting workshop,"[('fitting workshop', 'neutral'), ('excellent pricing class product', 'positive')]"
great price great service garage lovely great coffee,"[('great price great service garage lovely great coffee', 'positive')]"
easy arrange wide choice good value,"[('easy arrange wide choice good value', 'positive')]"
easy use local fitting,"[('local fitting', 'neutral')]"
easy service useyou choose range tyre budget brand cheaply book local tyre fitter   pre pay redacted website defenately use happy,"[('easy service', 'positive'), ('range tyre budget brand cheaply book local tyre fitter   pre pay redacted website', 'negative'), ('useyou', 'neutral')]"
great user friendly competitively price service,"[('great user friendly competitively price service', 'positive')]"
service value great,"[('service value', 'positive')]"
simple organise reasonably price,"[('simple organise', 'neutral')]"
fantastic price new tyre hassle free start finish great experience highly recommend want new tyre redactedcom port,"[('new tyre hassle', 'neutral'), ('new tyre redactedcom port', 'neutral'), ('great experience', 'positive'), ('new tyre', 'neutral'), ('fantastic price new tyre hassle free start', 'positive')]"
price good   fit go smoothly castle car care,"[('price', 'neutral')]"
process run smoothly book line drop pick arrange friendly staff local at carry replacement add experience second time,"[('process', 'neutral'), ('second', 'neutral'), ('carry replacement', 'neutral'), ('friendly staff', 'positive'), ('experience', 'neutral'), ('book line drop pick', 'negative')]"
process easy start finish friendly mobile fitter arrive plan good quick job,"[('process', 'neutral'), ('easy start', 'positive'), ('friendly mobile fitter arrive plan', 'positive')]"
good value tyre deliver fit time fitting mark alloy 😞,"[('fit time', 'positive'), ('good value tyre', 'positive'), ('fitting mark alloy', 'neutral')]"
great selection tyre good price fitting option happy mobile fitting service come home,"[('great selection tyre good price fitting option happy mobile fitting service', 'positive')]"
easy quick transaction,"[('easy quick transaction', 'positive')]"
take go physically order correct set car   resolve long hold phone expensive purchase   guy competitive at fitter story   not print invoice 1 hour   leave chase later,"[('1 hour', 'neutral'), ('phone expensive purchase   guy', 'neutral'), ('chase', 'neutral'), ('invoice', 'neutral'), ('fitter story', 'neutral'), ('correct set car', 'neutral')]"
problem great service,"[('problem great service', 'positive')]"
easy find tyre want local installation simple,"[('tyre', 'neutral'), ('local installation simple', 'neutral')]"
convenient cost effective way buy new tyre website clear easy secure simply enter detail ehcile select tyre garage like use pay s easy reliable redact time let,"[('convenient cost effective way', 'positive'), ('use', 'neutral'), ('new tyre website', 'neutral'), ('easy reliable redact time', 'positive'), ('detail ehcile select tyre garage', 'neutral')]"
good use,"[('good use', 'positive')]"
good price tyre place choose time suit buyer tyre fit,"[('good price tyre place', 'positive'), ('time suit buyer tyre fit', 'positive')]"
pretty normal reallysaid 15 min actually take 40 complicationsvery polite customer read script sure respectful customershowever job use convenience location,"[('15', 'neutral'), ('pretty normal reallysaid', 'positive'), ('sure respectful customershowever job use convenience location', 'positive'), ('15 min', 'neutral'), ('40 complicationsvery polite customer read script', 'neutral'), ('40', 'neutral')]"
easy simple website quick clear response sms simple process deal tyre fitter,"[('easy simple website', 'positive')]"
garage new tyre wheel not wheel car ve expect betteri contact redact offer partial refund compensation investigate issue m glad able help solve will not downgrade fault garage,"[('betteri contact redact', 'neutral'), ('fault garage', 'negative'), ('new tyre wheel', 'neutral'), ('betteri', 'neutral'), ('partial refund compensation investigate issue', 'neutral')]"
simple easy savibg time effort money £ 44 exact,"[('44', 'neutral'), ('simple easy savibg time effort money', 'positive')]"
excellent – reservation recommend company,"[('company', 'neutral'), ('reservation', 'neutral')]"
great price cheap main dealer kwikfit take long say rain little cover,"[('great price cheap main dealer kwikfit', 'positive'), ('rain', 'neutral')]"
range tyre range website,"[('range tyre', 'neutral'), ('range tyre range website', 'neutral')]"
faultless service redact number year fault quality price service highly recommend,"[('year', 'neutral'), ('faultless service redact number year fault quality price service', 'positive')]"
good value tyre great garage   fitter,"[('good value tyre great garage   fitter', 'positive')]"
great service good pricesi fit michelin pilot sport 4 car great improvement bridgestone originally car,"[('michelin pilot sport 4 car great improvement bridgestone', 'positive'), ('michelin', 'neutral'), ('great service good pricesi', 'positive'), ('4', 'neutral')]"
easy order website tyre fit choose fitter problem redact find price competitive fitting straightforward,"[('easy order website tyre fit choose fitter problem redact', 'positive')]"
great service staff polite helpful great price,"[('helpful great price', 'positive'), ('great service staff', 'positive')]"
easy book car,"[('easy book car', 'positive')]"
company totally dogdoo apparently use accurate word describe service provide accuracy order redact like wish bc take interest order get right trustpilot review unhappy customer leave,"[('right trustpilot review unhappy customer', 'negative'), ('accuracy order redact', 'neutral'), ('bc', 'neutral'), ('interest order', 'positive'), ('company', 'neutral'), ('accurate word describe service', 'neutral')]"
easy way purchase tyre,"[('easy way purchase tyre', 'positive')]"
disappoint collection tell tracking rebook correct fix waste time,"[('tracking rebook', 'neutral'), ('disappoint collection', 'negative')]"
not fault   fine count,"[('fine count', 'positive')]"
convenient cheap tyre shop offer,[]
great service issue,"[('great service issue', 'positive')]"
take time prompt friendly service waiting room coffee tea facility requir,"[('friendly service waiting room coffee tea facility requir', 'positive')]"
fussfree buying fitting tyre definitely use price favourable addition convenience online ordering book,"[('price favourable addition convenience online ordering book', 'neutral'), ('fitting tyre', 'neutral')]"
excellent big tesco handforth lad working sit morning not helpful certainly use,"[('big tesco', 'neutral'), ('sit morning', 'neutral')]"
arrive fitting centre confirm time slot find tyre deliveredreceive refund,"[('tyre deliveredreceive refund', 'neutral'), ('fitting centre', 'neutral')]"
know manufacturer recommend level torque tyre pressure complete work redacted pitstop gray professional service,"[('manufacturer', 'neutral'), ('pitstop gray professional service', 'neutral'), ('level torque tyre pressure complete work', 'negative')]"
easy select easy book convenient appointment,"[('select easy book', 'positive')]"
easily book waiting day good clean job straightforward process good price,"[('good clean job straightforward process', 'positive'), ('good price', 'positive'), ('easily book', 'positive')]"
good service get tyre fit disappoint garage book not fit busy,"[('good service', 'positive'), ('tyre fit disappoint garage book', 'negative')]"
good price quick reliable service,"[('good price quick reliable service', 'positive')]"
excellent garage say doublebooke redact keep wait 40 minute suspect case try fit extra jobsnext time double check appointment garage,"[('40 minute suspect case', 'negative'), ('double check appointment garage', 'neutral'), ('40 minute', 'neutral'), ('excellent garage', 'positive')]"
easy buy correct tyre fit local garage pleased use,"[('correct tyre fit local garage', 'positive')]"
